CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,lat,lng
1,25,3,41,49.5444,0.9536
1,40,1,37,44.075,10.4817
1,27,1,52,-11.0889,-43.1419
1,13,4,130,10.9833,-74.8019
2,9,0,84,1.2333,23.6
0,32,1,47,51.38,-2.36
0,32,1,47,42.3219,-77.3083
0,32,1,47,43.9346,-69.8346
1,29,0,35,-33.42,149.5778
1,29,0,35,47.62,-65.65
0,30,2,45,-8.9983,13.265
0,30,2,45,38.7754,-9.2716
1,13,11,53,29.7882,-95.1724
1,24,4,40,29.0256,-95.3975
1,6,2,35,-3.4708,-41.555
1,27,2,20,45.9625,12.9792
1,31,3,28,52.6667,6.75
1,27,2,35,50.4057,3.8514
1,43,1,24,37.9722,-122.0016
1,43,1,24,35.3933,-80.6369
1,43,1,24,43.2305,-71.5595
1,43,1,24,38.5117,-90.3574
1,43,1,24,42.462,-71.3639
1,43,1,24,39.8741,-75.5135
0,17,0,19,-31.4,-58.0333
0,17,0,19,6.049,-75.909
0,17,0,19,10.2667,-74.8333
1,36,0,25,45.0275,-74.74
1,36,0,25,41.4195,-74.054
2,21,18,56,33.6667,-117.9135
1,38,1,22,52.2489,10.6542
1,9,8,59,9.916,-84.0348
1,45,0,172,25.8857,78.3322
1,33,7,45,39.731,-84.0624
1,33,2,34,51.2833,6.0333
3,1,29,100,33.7489,-84.2599
0,30,0,28,46.9481,7.4475
0,31,1,26,48.9983,9.1417
1,20,5,50,48.9261,2.2178
1,67,1,271,25.2107,84.2551
1,50,0,68,42.75,13.95
1,45,2,52,40.9601,-74.125
1,26,1,52,33.5791,-112.2311
1,26,1,52,34.1819,-118.2468
1,26,1,52,43.1287,-87.9277
0,28,3,21,-28.0167,153.4
1,32,3,32,39.7406,-105.2118
4,41,7,158,23.8735,86.1516
1,31,0,45,47.9214,-97.0884
1,49,1,58,34.8354,-82.3646
1,49,1,58,35.5943,-77.376
1,49,1,58,5.0167,-9.0333
1,49,1,58,33.385,-91.0514
1,49,1,58,33.1116,-96.1099
1,49,1,58,40.1043,-84.6209
1,49,1,58,40.9986,-73.8189
1,49,1,58,43.1797,-85.2534
1,49,1,58,41.882,-71.5549
7,0,30,184,23.13,113.26
6,9,18,158,20.02,110.32
1,31,1,34,52.4502,-2.0509
1,17,2,53,6.1244,81.1225
1,59,0,59,50.1328,8.9169
5,41,17,164,45.75,126.6333
0,37,0,27,52.5667,6.6167
1,36,0,35,50.725,2.5392
1,45,0,50,51.6333,11.5
1,50,0,56,47.6,20.2833
2,11,22,88,35.9078,139.3391
2,11,22,88,42.4803,142.0743
1,34,2,50,40.4985,-74.674
1,34,2,50,40.5069,-74.6523
1,34,2,50,37.5572,-122.3586
1,34,2,50,36.0679,-79.0991
1,19,0,78,0.2906,30.1775
1,28,0,82,14.2861,36.6097
1,22,8,52,32.2167,130.75
1,42,1,47,42.1977,-71.445
0,20,0,15,-27.6258,-54.3078
1,19,2,39,15.2689,76.3909
11,6,47,190,31.8131,121.6574
1,43,3,45,38.9613,-76.9548
1,48,0,48,45.135,27.4747
1,24,2,111,15.3333,119.9833
1,37,0,20,38.6272,-0.5753
3,15,13,95,36.8516,138.3655
1,42,0,13,56.1333,9.15
1,17,1,23,-31.6333,-71.1667
0,13,0,30,-5.5333,-47.4833
1,48,1,17,35.0699,-80.6452
1,37,0,21,53.45,56.0333
0,29,0,12,21.2084,-86.7115
5,42,11,178,33.6931,73.0639
3,24,7,131,-23.5489,-46.9342
1,31,0,50,20.4861,-99.2589
1,37,4,47,33.75,132.7
4,71,5,167,22.65,88.29
1,6,0,40,-10.4389,-62.4664
3,27,3,130,14.1,-89.75
1,23,0,53,-1.3486,-80.5786
4,26,7,161,19.2,73.88
1,47,3,55,34.3722,132.536
2,13,8,105,6.4333,100.2
1,37,0,92,39.2011,46.415
1,41,1,35,43.3167,44.9167
2,18,4,151,24.86,67.01
1,28,4,74,14.4333,120.9
2,35,0,71,8.8464,7.8733
1,28,1,39,30.0109,-90.2549
2,30,7,66,48.4833,135.0667
2,22,9,180,28.6453,70.6567
1,26,0,46,29.4632,-98.5238
1,26,0,46,14.4656,121.0311
1,26,0,46,-25.3797,-57.6097
1,26,0,46,9.9781,-84.1879
1,26,0,46,-33.5933,-71.6217
1,26,0,46,15.3078,120.8533
1,26,0,46,14.9486,120.0864
1,26,0,46,13.9,121.3
1,26,0,46,3.9167,-75.5
1,26,0,46,10,-74.6667
1,26,0,46,12.414,124.279
1,65,0,86,45.4,9.2833
1,73,0,56,40.8333,14.5
1,27,6,89,33.797,-116.9916
1,27,6,89,16.0725,120.4411
1,27,6,89,12.5683,123.7336
1,27,6,89,9.8311,-75.1219
1,27,6,89,14.6667,-89.5
3,19,9,153,13.4814,-88.1775
3,19,9,153,15.1458,120.9783
3,19,9,153,-34.5333,-58.7167
3,19,9,153,14.6,121
3,19,9,153,8.9322,126.0403
3,19,9,153,10.7833,122.4667
3,19,9,153,10,124.3167
3,19,9,153,7.65,123.2678
3,19,9,153,11.2942,124.83
3,19,9,153,11.492,119.871
3,19,9,153,13.6411,124.3008
1,45,0,55,41.5681,23.2823
1,69,3,29,33.9366,-84.3703
1,24,0,57,14.5644,-90.488
1,47,0,61,38.0833,13.5333
3,14,25,116,34.0235,-118.481
3,14,25,116,10.02,126.038
1,31,0,64,14.3167,121.1167
1,31,0,64,38.4458,-122.7067
1,31,0,64,-36.6167,-64.2833
1,31,0,64,15.4239,120.9389
1,31,0,64,-27.8708,-54.4808
1,31,0,64,-3.4522,-79.9617
1,31,0,64,10.4456,-75.3686
1,31,0,64,-26.8667,-56.85
1,31,0,64,-33.25,-68.15
1,28,1,53,-19.9358,-40.6
1,28,1,53,11.8039,-86.1639
1,28,1,53,-25.0519,-53.6328
1,17,1,47,-29.6378,-51.0069
2,18,12,81,26.2803,-80.1842
4,1,16,123,13.7167,-88.9333
1,37,3,72,41.7333,13.0167
2,12,10,81,30.3238,-95.4824
1,39,2,67,45.9833,12.7
0,10,1,27,-7.0139,-37.9458
1,14,3,69,3.1739,-76.2594
1,14,3,69,-18.3808,-44.4558
1,14,3,69,12.4819,-87.1742
1,14,3,69,13.8167,-87.9667
1,36,0,47,49.6878,-124.9944
1,37,3,62,50.05,4.4833
1,28,3,63,45.2,-72.75
2,24,13,60,38.662,-90.443
1,44,0,44,39.0833,17.1167
2,34,7,60,35.9271,-79.0391
1,29,2,38,48.456,1.484
1,29,0,34,12.3112,78.7925
1,13,10,49,49.6333,-1.6
3,99,2,149,26.4005,85.3721
2,7,5,61,14.9442,-91.1105
2,87,0,160,22.01,77.66
1,39,0,17,52.0333,113.5
1,39,0,17,35,136.8667
1,39,0,17,6.1667,-72.4167
0,16,1,14,-34.9,-60.0167
1,45,2,45,43.3667,13.2167
1,6,13,56,41.103,-112.0238
0,32,1,28,52.5167,6.4167
1,18,0,93,8.4833,123.8
2,20,8,65,41.2922,-92.6404
2,3,10,67,-40.5725,-73.1353
0,22,0,11,-22.2828,-46.3689
1,32,5,53,39.4115,-76.7913
0,20,1,31,-3.9839,-38.62
0,20,1,31,-10.4528,-36.6508
2,14,6,142,20.1,-98.75
12,0,19,194,-33.8167,-70.75
3,7,25,80,42.118,-88.043
1,21,4,54,8.9833,-79.5167
1,21,4,54,30.1995,-85.6003
1,36,3,50,26.1006,-80.4054
1,36,3,50,53.413,-2.798
1,36,3,50,44.8906,-89.5487
1,36,3,50,42.3589,-71.3001
1,36,3,50,41.2284,-73.3726
1,21,12,52,28.5989,-81.3442
1,25,2,43,47.4989,8.7286
1,27,1,31,52.1167,16.1167
1,26,10,59,40.9989,-74.1676
3,6,17,152,19.1811,-99.4164
4,89,3,107,27.795,114.9242
2,8,9,72,18.685,-99.2439
1,32,0,21,56.65,66.2833
1,32,1,33,57.3167,47.9
1,32,1,11,53.1833,158.3833
5,163,14,157,31.3867,120.9766
1,29,2,48,56.5833,42.0333
2,10,13,78,13.5,-88.8667
0,36,0,52,49.3,19.95
1,39,1,79,46.8392,16.8511
3,160,3,87,34.8667,117.55
0,39,0,42,43.2833,-2.1667
1,44,0,33,53.7089,84.9672
0,31,1,33,51.1431,3.1361
1,34,0,50,42.5083,41.8667
0,29,2,36,50.9167,3.4333
2,145,1,117,27.9991,120.6561
0,25,2,30,50.8167,6.9667
1,21,6,32,53.363,-2.728
1,39,3,51,40.4442,-79.8733
1,33,3,46,45.1216,-95.0569
1,26,2,42,47.8075,7.3369
0,29,1,29,52.4275,9.4294
5,188,5,162,37.0659,114.4753
1,59,0,66,41.8833,16.1667
0,32,1,33,51.45,3.5667
2,41,5,63,44.4925,26.1914
1,40,0,55,42.5542,21.8972
1,29,0,2,61,36.45
1,43,0,25,38.5397,141.1282
1,30,3,49,48.2167,12.4
1,32,5,52,38.8758,-76.8854
1,65,3,36,35.8256,139.6797
0,17,0,7,7.7,28
0,17,0,7,-7.3389,146.7167
1,56,2,50,40.4167,17.8333
1,9,2,79,15.5,-88.0333
2,41,5,46,42.0455,14.7315
6,2,16,161,-23.3158,-46.2208
0,44,0,25,43.4628,-3.805
0,44,0,25,9.45,123.3333
1,15,0,26,-27.8508,-53.7769
1,49,3,49,40.9333,14.45
0,22,0,7,-15.4333,49.75
1,20,0,28,-3.45,114.8333
6,5,3,134,-29.31,27.48
1,35,0,18,53.417,24.55
0,24,1,54,48.85,-67.5333
1,27,1,40,52.05,29.2667
1,31,0,61,2.1944,102.2486
0,25,0,4,-32.3667,-54.1833
2,15,16,66,43.1487,-88.1227
1,17,1,55,38.1936,15.5542
1,47,0,31,41.2667,13.75
1,15,1,31,-8.1706,-79.0094
2,10,1,53,12.1837,18.7
1,31,3,64,47.3475,19.4489
2,22,14,65,32.5185,-92.0774
2,22,14,65,40.3191,-74.4286
2,22,14,65,35.0063,-80.5596
2,22,14,65,41.3043,-74.1941
2,22,14,65,41.9155,-83.3849
2,22,14,65,47.8595,-121.9851
2,22,14,65,41.3379,-73.225
2,22,14,65,39.4461,-84.3667
2,22,14,65,33.799,-83.7161
2,22,14,65,42.603,-89.6381
1,29,3,50,48.4667,11.9333
1,45,0,24,35.0586,135.9942
0,29,2,25,49.3522,9.1467
1,39,0,58,43.3436,17.8075
1,42,2,67,40.9136,-73.8291
1,42,2,67,48.4203,-122.3115
1,42,2,67,40.3854,-82.4737
1,42,2,67,38.314,-88.9174
1,42,2,67,38.714,-77.1043
2,141,2,191,30.0694,71.1942
2,3,4,57,-21.3758,-46.5258
0,27,0,20,21.46,95.3883
1,37,0,160,23.4564,75.4131
1,43,0,24,36.7644,137.3412
1,25,2,38,47.2181,-1.5528
2,17,11,52,35.9046,-77.5563
1,56,0,57,38.35,16.0167
3,10,3,120,5.6667,-0.0167
3,4,11,166,19.0667,-97.9667
1,25,2,32,49.6558,3.2872
1,24,4,36,51.0697,5.0897
1,26,0,27,27.9167,96.1667
1,8,1,30,8.1728,-76.0594
1,45,1,73,41.3289,19.8178
1,31,0,46,58.1953,68.2581
1,47,1,24,43.2086,13.2841
1,34,2,75,46.4236,18.7903
0,38,0,35,11.0633,125.0353
0,38,0,35,43.1333,-2.0833
1,34,1,10,53.5089,49.4222
1,31,0,25,56.4886,84.9522
1,31,4,80,36.1715,-86.7842
1,38,3,66,45.55,8.9833
1,26,10,57,40.6996,-74.4035
1,33,2,135,16.92,81.67
1,43,0,16,35.7089,138.4461
1,64,3,29,35.95,139.8667
0,27,0,57,16.65,103.3
1,37,4,45,40.3785,-79.8084
1,39,1,38,43.95,43.6333
0,23,0,21,-14.8333,34.6667
1,37,0,17,55.0931,36.6106
1,38,2,73,50.1109,30.6269
1,24,3,39,50.6667,13.3333
1,31,0,17,65.85,24.15
1,58,1,41,40.7569,14.4444
1,31,3,58,48.0189,16.2922
2,23,9,78,45.5833,12.05
1,35,4,71,45.4333,8.7333
1,20,0,58,46.0667,11.1167
1,20,0,58,8.0459,126.0614
1,25,2,45,48.9553,10.9094
1,29,0,19,63.4297,10.3933
1,19,0,43,-19.25,17.7
1,23,7,58,37.5878,-77.5858
1,26,2,17,40.39,36.09
1,49,0,169,21.5781,86.5668
3,12,5,99,-31.58,28.79
0,24,3,36,51.5347,7.6889
0,29,1,32,51.6597,9.6358
3,165,1,188,27.32,82.42
1,28,2,55,63.1,21.6167
2,21,15,59,38.3587,-121.9673
1,25,1,40,47.4625,6.8322
1,38,3,61,45.014,8.6458
1,18,0,22,49.0873,140.2425
1,35,3,77,44,22.8667
1,45,1,152,-7.2458,112.7378
0,29,0,24,-20.5139,57.5111
1,39,0,68,31.205,16.5886
0,32,0,38,55.0594,10.6083
4,202,10,157,24.1439,120.6794
2,109,0,109,22.7583,121.1444
1,30,2,12,61.4981,23.76
1,41,0,23,44.4289,132.0742
4,21,2,94,0.3467,32.5
2,7,17,64,28.3041,-81.4169
1,40,3,76,50.15,14.1
0,25,1,56,12.7778,101.6483
1,34,3,21,35.7285,139.4774
1,34,3,21,35.7109,139.4622
2,16,1,58,6.6167,-1.2167
1,36,0,10,51.2369,33.2027
1,17,0,56,12.25,-2.3667
1,28,1,47,54.0353,35.7767
2,22,7,48,47.6333,9.1667
2,35,0,70,2.935,9.91
1,35,1,47,35.4333,133.8167
1,31,0,20,55.35,59.45
1,34,0,37,50.35,106.45
3,1,6,80,18.55,-69.9
3,1,6,80,10.2278,-67.3336
3,1,6,80,4.5214,-76.0364
0,23,0,82,15.2736,73.9581
1,37,4,16,38.9411,-9.3319
1,37,4,16,-26.1108,-49.805
1,34,2,92,54.0333,19.0333
1,46,0,39,40.8933,26.9042
1,24,2,63,9.828,77.673
0,23,1,53,14.0417,121.1583
1,26,1,93,16.43,80.55
0,24,1,51,16.07,120.4025
1,18,2,54,22.15,-79.9764
1,32,1,22,39.4833,-0.45
2,25,1,41,13.4833,7.1
1,62,2,55,41.0333,14.3
0,18,1,21,-10.7378,-37.0819
1,40,0,148,36.3,59.6
1,19,4,43,44.9609,-74.8339
1,42,0,20,44.2503,28.2614
1,29,0,55,62.9,34.4667
2,28,4,108,43.775,7.5
1,41,0,38,49.8197,36.0686
4,13,34,112,40.6515,-73.5535
1,33,0,49,40.875,35.4633
1,67,1,50,40.5667,17.8
3,11,12,130,19.2511,-99.6047
2,24,4,118,45.7667,5.0036
2,118,2,127,36.9758,120.7136
0,33,1,13,53.3833,10.5667
1,30,2,20,51.9,5.1
1,19,10,59,53.4975,-2.515
1,35,1,21,44.1167,42.9833
1,39,1,74,50.7667,15.0667
1,39,1,67,50.7564,12.6317
1,29,2,74,45.8353,1.2625
1,34,2,42,51.6667,8.35
1,19,2,42,46.1667,8.8
0,25,0,34,16.7775,101.2468
1,17,6,50,10.3411,-67.0406
1,46,0,244,27.4,74.92
1,19,2,134,31.3217,-94.7277
2,161,2,83,33.583,114.0109
2,18,15,64,42.5356,-71.0382
2,35,8,63,33.8133,-84.5655
0,24,0,59,15.9592,76.1135
1,40,2,35,35.8333,140.15
1,13,2,48,-19.5,-42.5333
1,33,3,20,35.8358,139.3911
3,12,28,107,40.7243,-74.2317
3,21,2,70,7.6333,4.1833
2,10,2,54,16.8167,-92.9167
0,25,0,50,9.6647,80.0167
3,0,10,122,14.1364,-90.0052
1,38,2,53,38.5676,-92.1759
1,46,6,62,38.2049,-85.5701
1,37,2,41,41.8274,-71.5202
1,37,2,41,41.691,-93.7234
1,30,1,57,14.5864,100.9967
1,18,5,91,29.704,-95.4621
1,29,3,53,49.0886,0.5983
5,106,6,172,22.82,88.35
1,12,12,56,54.61,-1.27
1,35,2,82,51.1275,14.1797
1,52,1,59,39.5167,16.2833
1,36,1,58,42.0119,23.0897
2,18,0,64,6.9844,15.6408
3,14,2,77,7.2,2.0667
0,26,0,22,17.09,120.9772
0,26,0,22,10.35,124.9667
0,47,0,16,44.84,-0.58
1,37,2,65,51.1167,12.5
1,37,2,65,25.4373,86.6172
1,19,8,47,40.0248,-105.2524
1,24,5,27,51.416,-0.749
1,24,13,63,27.4901,-82.5757
2,47,1,116,19.315,84.7941
1,29,8,35,40.7839,-73.2522
1,29,8,35,51.62,0.305
1,29,8,35,40.3734,-79.9757
1,29,8,35,37.9356,-121.719
1,29,8,35,35.9918,-86.7758
1,34,1,94,53.2597,19.3956
1,34,3,18,35.6713,139.3951
1,34,3,18,35.018,136.246
1,37,2,16,35.3167,139.35
1,32,4,39,42.7677,-86.0984
1,12,11,77,25.4665,-80.4472
1,16,7,59,50.8,-3.19
0,33,0,21,55.8583,9.85
1,32,0,54,7.7894,99.6347
0,14,0,9,-18.29,-66.8383
1,40,2,64,50.4667,8.9
1,37,3,31,35.7219,139.9311
1,37,3,31,34.9893,134.7633
1,29,1,53,11.6066,78.0068
1,41,1,29,40.808,140.4401
3,10,19,78,42.2085,-71.6838
3,10,19,78,43.3204,-87.948
3,10,19,78,-29.6833,152.9333
2,8,8,54,45.4,-72.7333
2,8,8,54,41.9694,-72.8346
1,29,7,66,41.6083,2.2889
0,24,0,10,-34.29,146.04
0,24,0,10,41.5277,-87.4239
0,35,0,14,54.11,13.0414
1,23,1,52,-20.65,-40.5
1,8,1,55,7.2467,-70.7292
1,22,1,153,13.1833,-16.7667
2,24,14,57,42.3708,-87.9392
1,40,0,39,40.5123,141.4884
4,4,36,117,33.997,-117.9727
1,30,3,48,50.9305,5.3385
1,47,1,52,48.65,13.6333
1,34,2,58,51.3789,10.1386
1,36,1,41,52.2281,11.0106
3,4,40,106,33.8653,-118.3962
2,23,19,59,32.5693,-117.118
1,59,2,50,35.2647,136.7969
1,31,2,26,51.8331,6.4667
2,4,4,58,-21.6789,-42.0819
7,0,22,172,-23.4864,-46.3486
1,16,4,56,20.2944,-102.7097
3,62,2,54,43.8519,126.5481
1,36,1,54,52.2167,104.1167
3,35,1,92,0.0667,34.2833
3,162,2,159,24.42,81.88
1,35,0,15,52.165,22.2714
1,43,0,47,44.1172,27.2606
1,37,0,54,41.0736,28.2478
1,40,0,42,45.35,25.5514
0,3,13,31,-32.5667,151.1697
2,11,6,100,10.7833,-74.7167
1,36,3,15,52.996,-0.413
1,32,0,20,69.2,33.2333
1,34,0,34,54.8333,38.1667
1,38,0,19,45.3908,47.3658
0,19,0,17,-17.5039,24.275
1,45,1,41,35.15,140.3167
1,30,1,42,40.7011,-99.0833
1,30,1,42,39.355,-94.3599
1,33,3,22,52.341,-1.566
1,33,0,33,15.4,79.5167
1,34,0,35,53.1167,34.9667
2,15,0,62,-16.5167,28.8
1,36,0,19,53.05,60.65
2,46,1,77,15.5006,32.56
0,19,0,34,-7.7296,38.95
1,25,4,34,35.217,-114.0105
1,39,1,42,43.9167,42.7167
1,38,0,80,2.0336,103.3194
0,27,1,22,31.9944,130.9517
1,25,2,44,57.7681,40.9269
1,49,0,67,46.2108,15.0047
1,18,4,54,8.5333,124.75
1,18,4,54,8.1333,124.2667
1,18,4,54,8.1092,124.4392
2,6,4,91,7.4478,125.8078
1,20,2,65,12.0368,75.3601
1,33,0,23,57.2444,22.5867
1,44,0,81,37.8518,15.2857
2,31,2,82,14.9,-92.2667
1,21,0,38,56.8833,74.3667
1,43,0,29,36.9165,34.8951
1,31,4,39,38.2975,-122.301
1,23,2,39,15.57,75.37
8,44,0,138,51.9944,116.5556
1,38,1,51,51.3167,6.2833
1,54,0,63,48.9936,12.1953
1,39,2,50,41.1542,-73.9912
1,37,0,182,15.1833,-9.55
2,22,14,70,34.9903,134.9722
1,20,2,28,54.9333,99
1,42,0,16,52.5333,31.9333
1,5,0,10,0.0847,-76.8828
2,37,0,70,9.4536,11.8367
2,31,5,65,39.8868,139.8476
1,39,1,44,51.5,5.3
0,33,0,27,51.272,0.529
2,31,3,205,23.26,76.1457
1,42,2,40,38.7709,-77.4429
3,32,6,136,31.72,76.92
7,13,19,178,29.8,77.87
5,29,10,176,34.3339,73.2014
1,23,0,56,-0.95,-80.7162
1,23,0,56,10.3564,1.1056
2,27,6,97,16.026,120.454
1,30,2,53,45.1089,-93.4626
1,29,2,114,18.6667,-70.1667
1,40,0,12,39.2667,-2.6
1,47,3,41,43.46,5.2486
1,38,0,20,56.2167,43.1833
1,30,1,72,-23.5469,-47.4378
1,30,1,12,60.0333,30.6667
1,36,0,17,56.3167,36.55
3,19,24,111,34.0334,-117.8593
1,39,2,47,40.406,-80.5671
1,40,1,50,33.3925,133.2931
0,25,2,15,41.1008,-7.81
4,125,7,137,39.5196,116.7006
1,36,4,67,52.9999,9.1732
1,40,2,72,45.7833,13.1167
1,30,4,72,51.5,13.8
2,29,13,77,42.0667,-82.5833
0,28,0,19,-37.6,-73.6667
1,34,1,27,52.4,20.8833
1,2,0,14,-4.2167,-69.9333
1,33,0,48,49.3833,27.6167
2,25,9,68,35.451,-86.7901
1,35,3,18,53.692,-2.697
2,4,4,62,-22.565,-47.4019
1,9,4,36,-7.875,-35.45
3,15,21,81,35.4748,-81.2386
2,18,6,61,49.15,0.23
2,20,15,68,41.5906,-88.0293
2,20,15,68,43.1698,-78.6956
2,2,12,67,40.1686,-105.1005
1,11,15,59,28.7014,-81.3487
1,35,0,15,58.7333,29.8167
1,33,1,25,51.5833,21.5667
1,39,1,9,48.7,44.5667
1,39,1,9,54.4333,43.8
2,41,2,76,3.1478,101.6953
1,37,0,54,56.1855,50.8944
1,26,5,63,43.488,-116.3933
1,34,0,15,62.6167,22.4
1,28,0,45,17.4262,102.5646
3,6,8,79,14.3,-88.1833
3,6,8,79,14.8719,-91.5619
3,6,8,79,7.6392,-73.3358
2,22,4,75,29.3683,-94.9941
2,6,6,61,-2.4,-79.33
2,20,0,53,-19.9,48.8
1,38,1,31,50.4648,29.8072
0,16,0,30,1.4931,124.8413
1,13,1,35,-20.3578,-41.9578
3,13,1,62,4.85,9.8167
1,36,3,59,44.1715,-93.9772
0,24,0,22,12.5204,121.4385
1,51,1,155,18.65,79.6667
0,19,0,16,-5.75,34.8333
1,21,4,148,10.3,-61.45
1,42,1,61,44.5333,10.8667
1,26,1,56,26.2466,-80.2119
1,26,1,56,51.385,1.3838
1,26,1,56,-30.85,30.3667
0,45,0,22,28.9625,-13.5506
1,29,0,88,15.3228,38.925
1,33,2,32,51.4,5.75
2,3,5,65,-21.315,-42.8619
1,19,2,97,30.3005,-97.7522
1,19,2,97,43.6721,-92.9784
1,21,13,45,33.3873,-112.3235
1,40,2,23,47.1,39.4167
1,39,4,50,48.9464,9.4306
1,36,3,69,50.2167,8.6
1,40,2,64,50.3667,8.75
1,27,6,47,47.9094,9.8994
4,7,35,125,34.1927,-118.1346
1,27,6,42,47.8,10.2167
1,35,3,62,49.7458,8.1153
1,14,1,59,-1.3658,-48.3719
1,28,2,45,33.3472,-96.5508
1,24,2,25,-18.4667,-70.3167
1,35,1,56,42.244,-83.6208
5,29,12,122,22.6293,110.1507
1,20,0,39,-6.165,39.199
1,36,0,23,54.9667,20.4833
1,44,0,25,50.9833,44.7833
1,25,0,147,9.6833,39.5333
1,28,9,47,42.2467,-71.1777
1,31,5,67,53.0506,8.6317
3,150,1,174,30.0331,70.64
2,18,10,59,41.5725,-93.6105
2,18,10,59,47.3914,-122.3156
1,29,0,54,14.906,105.0784
1,35,0,24,15.396,77.872
1,21,5,51,48.4556,-2.0503
2,12,27,68,40.8033,-73.3375
1,19,8,46,51.9667,6.3
1,30,1,55,47.0931,5.4906
0,30,0,21,-12.2586,44.5303
0,18,1,16,-23.7658,-53.325
0,15,0,12,-12.0819,-41.0939
0,31,0,48,53.9833,38.1667
0,41,0,25,59.5333,18.0833
1,41,1,40,44.2833,25.5333
0,29,1,22,52.2939,-0.6964
1,29,1,11,47.436,-120.3295
1,43,6,58,40.7893,-74.2628
1,44,5,72,41.6986,-71.5157
0,32,0,53,55.0456,-1.4443
2,40,10,71,40.6375,-73.7219
2,40,10,71,29.8493,-90.0751
1,37,0,59,27.8983,102.2706
1,42,1,35,36.8067,139.9241
4,5,10,102,14.4816,-90.534
1,44,0,58,38.0833,13.45
1,39,2,33,43.7833,10.9167
1,33,0,50,42.9667,22.1333
1,32,4,52,45.2,7.7833
1,28,1,55,67.5,64.0333
1,33,1,32,50.9833,11.3167
0,21,1,23,-19.25,146.8167
1,35,1,15,45.7,8.9167
0,17,0,28,12.2417,102.5125
1,28,1,30,48.2217,14.2397
1,65,0,41,39.9333,18.3667
1,31,3,20,46.9891,-122.9175
0,25,0,39,13.1637,76.6664
2,42,1,76,26.7537,92.1021
4,84,5,105,26.4515,111.5953
1,28,0,17,55.3,52.0167
1,33,0,9,69.4167,30.8
1,29,1,39,50.4192,18.1236
2,123,4,94,37.4509,115.4829
0,32,1,26,50.75,13.0667
1,32,2,32,52.14,6.195
1,42,0,54,49.0833,30.9667
1,36,0,23,48.1667,28.3
1,33,0,17,63.6,53.9
1,35,2,30,41.6692,-70.2005
3,5,34,81,41.4745,-73.2329
1,28,0,3,61.3614,63.5842
1,40,5,55,38.7884,-90.2077
0,33,1,12,53.6008,9.4764
1,42,0,14,44.8514,34.9725
1,58,2,79,29.9667,32.55
1,17,1,45,-4.9,-80.6833
1,27,0,34,31.4424,-100.4504
1,46,0,57,37.4833,13.9833
1,48,1,25,41.7,15.7333
1,25,2,56,14.3583,121.0583
1,25,2,56,25.7578,-102.9831
1,25,2,56,9.9332,-84.047
1,25,2,56,-33.6794,-59.6669
1,25,2,56,-24.2196,-64.87
1,25,2,56,4,-76.2292
1,25,2,56,8.7333,-74.7167
1,25,2,56,17.9214,-87.9611
1,25,2,56,-33.8944,-71.4558
0,14,0,15,-2.2308,-45.3
0,14,0,15,-24.86,-54.3328
1,27,3,20,41.3333,-8.4667
3,78,2,119,28.9708,79.3972
3,163,1,156,30.6611,73.1083
2,49,1,83,-7.3247,110.5444
1,34,0,23,52.8,27.5333
1,40,1,59,44.8148,9.9796
2,15,1,69,-24.8667,25.8167
1,45,0,58,37.2808,49.5831
1,45,0,58,39.0167,70.3833
1,30,6,58,51.3,6.85
1,36,1,54,47.4333,8.4667
1,38,2,56,49.1236,12.1283
1,33,1,42,50.4547,-104.6067
1,31,4,61,50.5786,7.2306
1,8,4,62,-22.4689,-44.4469
1,8,4,62,41.106,-7.964
1,19,10,63,25.6105,-80.4297
3,6,13,67,32.4236,-90.1481
1,38,5,68,52.1906,9.0814
1,33,5,39,35.9685,-77.804
2,11,24,90,41.4702,-81.8525
1,25,7,60,51.2,5.9833
1,39,0,51,46.93,26.93
1,31,8,39,39.3572,-76.4767
1,37,2,59,49.2461,11.0911
2,23,11,68,51.9897,8.0408
1,49,0,77,16.3962,80.1497
1,36,4,75,51.149,8.2845
1,30,0,22,63.7333,34.3167
1,35,2,82,48.2189,17.3997
5,205,4,163,-6.1143,106.5784
1,35,0,55,52.4667,44.2
1,33,7,36,39.087,-76.5687
1,47,3,54,40.8167,14.6167
1,38,0,71,47.79,22.89
1,35,0,175,21.65,78.78
1,39,3,55,49.3283,12.11
0,33,1,13,53.5042,10.4792
1,11,1,32,-5.5878,-39.3719
2,22,2,125,-16.1167,23.2667
0,33,1,16,51.2781,0.1874
2,26,3,128,45.8889,6.0961
1,23,0,31,5.0167,-1.6333
1,40,0,28,53.6667,53.6333
2,170,4,150,24.4667,54.3667
3,17,4,103,17.9422,-94.9103
1,16,0,51,11.9708,-85.1719
1,29,6,56,41.9313,-88.0085
1,29,6,56,32.959,-96.8355
1,23,11,51,34.151,-118.7609
4,7,3,99,8.3167,-73.6333
2,14,4,106,26.181,-98.1177
2,14,4,106,37.8548,-122.0136
2,34,6,77,35.3594,-80.1915
1,26,2,32,37.2306,-3.6569
10,33,69,154,36.7539,3.0589
3,18,3,89,6.1833,6.75
1,44,1,59,43.0758,12.6175
1,38,3,53,51.6317,10.4706
1,27,4,44,53.9194,10.6975
1,41,2,75,45.1,11.5
3,16,1,58,5.4667,10.4167
1,42,8,83,42.1,-83.0833
1,27,3,59,47.55,9.3
